0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-3.000000000000E+02,4.165010899097E-02,-4.154940716358E-02,-4.154940716358E-02,5.088502792804E+01,7.308966725418E-01,0.000000000000E+00,-8.684115516272E+01,-1.029918082410E+02,-2.463701827349E+00,4.165442932826E+00,-1.727415613762E+00,-4.377973281563E+00,0.000000000000E+00,4.165010899097E-02,0.000000000000E+00,4.165010899097E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.950000000000E+02,3.601988119845E-02,-3.542943344306E-02,-3.542943344306E-02,4.377193439575E+01,5.384367964953E-01,0.000000000000E+00,-8.761348240977E+01,-1.034612881948E+02,-2.109330564786E+00,3.628752241579E+00,-1.472508148341E+00,-3.760098998566E+00,0.000000000000E+00,3.601988119845E-02,0.000000000000E+00,3.601988119845E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.900000000000E+02,3.065328598173E-02,-2.930772577599E-02,-2.930772577599E-02,3.693672441670E+01,3.766048811631E-01,0.000000000000E+00,-8.832840140004E+01,-1.039164434680E+02,-1.760765716612E+00,3.131056795068E+00,-1.217800273682E+00,-3.156228546043E+00,0.000000000000E+00,3.065328598173E-02,0.000000000000E+00,3.065328598173E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.850000000000E+02,2.556832149455E-02,-2.324199503864E-02,-2.324199503864E-02,3.041292390773E+01,2.452668831611E-01,0.000000000000E+00,-8.898565737317E+01,-1.043543439182E+02,-1.420579470356E+00,2.672363590578E+00,-9.656075254303E-01,-2.570312305274E+00,0.000000000000E+00,2.556832149455E-02,0.000000000000E+00,2.556832149455E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.800000000000E+02,2.083163577331E-02,-1.730126718801E-02,-1.730126718801E-02,2.428211438551E+01,1.439780540436E-01,0.000000000000E+00,-8.957332062977E+01,-1.047683864934E+02,-1.092743358733E+00,2.259347396981E+00,-7.187429450867E-01,-2.009487330243E+00,0.000000000000E+00,2.083163577331E-02,0.000000000000E+00,2.083163577331E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.750000000000E+02,1.659084492302E-02,-1.158258756195E-02,-1.158258756195E-02,1.870871855973E+01,7.188724744666E-02,0.000000000000E+00,-9.006051464161E+01,-1.051454553277E+02,-7.838918252336E-01,1.909386757652E+00,-4.812014909990E-01,-1.486669986955E+00,0.000000000000E+00,1.659084492302E-02,0.000000000000E+00,1.659084492302E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.700000000000E+02,1.323878767083E-02,-6.245047009453E-03,-6.245047009453E-03,1.410309844800E+01,2.752465513988E-02,0.000000000000E+00,-9.035623238954E+01,-1.054527989752E+02,-5.078873346591E-01,1.673488923682E+00,-2.595817817218E-01,-1.031098726715E+00,0.000000000000E+00,1.323878767083E-02,0.000000000000E+00,1.323878767083E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.650000000000E+02,1.384453839632E-02,-1.562554624794E-03,-1.562554624794E-03,1.341963003759E+01,8.313030521359E-03,0.000000000000E+00,-8.965750296842E+01,-1.054529425105E+02,-3.361962941042E-01,1.997572942567E+00,-6.564857681329E-02,-8.210268570473E-01,0.000000000000E+00,1.384453839632E-02,0.000000000000E+00,1.384453839632E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.650000000000E+02,2.025510641606E-02,-1.169068451728E-03,-1.169068451728E-03,1.934133870808E+01,8.264462729244E-03,0.000000000000E+00,-8.790710128036E+01,-1.049858733109E+02,-4.486128766675E-01,2.974699811911E+00,-5.121646028093E-02,-1.143356994814E+00,0.000000000000E+00,2.025510641606E-02,0.000000000000E+00,2.025510641606E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.600000000000E+02,2.939702910799E-02,0.000000000000E+00,0.000000000000E+00,2.762519523711E+01,8.012124405594E-03,0.000000000000E+00,-8.541906710923E+01,-1.043677615142E+02,-5.842865114917E-01,4.390062919607E+00,-8.926553841735E-03,-1.571544544172E+00,0.000000000000E+00,2.939702910799E-02,0.000000000000E+00,2.939702910799E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.550000000000E+02,2.939702911228E-02,0.000000000000E+00,0.000000000000E+00,2.762519524114E+01,8.012124405513E-03,0.000000000000E+00,-8.541906710815E+01,-1.043677615139E+02,-5.842865115742E-01,4.390062920228E+00,-8.926553845563E-03,-1.571544544397E+00,0.000000000000E+00,2.939702911228E-02,0.000000000000E+00,2.939702911228E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.500000000000E+02,2.939702914218E-02,0.000000000000E+00,0.000000000000E+00,2.762519526925E+01,8.012124405440E-03,0.000000000000E+00,-8.541906710066E+01,-1.043677615119E+02,-5.842865121649E-01,4.390062924521E+00,-8.926553872380E-03,-1.571544545949E+00,0.000000000000E+00,2.939702914218E-02,0.000000000000E+00,2.939702914218E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.450000000000E+02,2.939702911355E-02,0.000000000000E+00,0.000000000000E+00,2.762519524233E+01,8.012124405468E-03,0.000000000000E+00,-8.541906710778E+01,-1.043677615138E+02,-5.842865116019E-01,4.390062920450E+00,-8.926553845945E-03,-1.571544544476E+00,0.000000000000E+00,2.939702911355E-02,0.000000000000E+00,2.939702911355E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.400000000000E+02,2.939702916763E-02,0.000000000000E+00,0.000000000000E+00,2.762519529317E+01,8.012124405377E-03,0.000000000000E+00,-8.541906709412E+01,-1.043677615102E+02,-5.842865126861E-01,4.390062928275E+00,-8.926553936793E-03,-1.571544547342E+00,0.000000000000E+00,2.939702916763E-02,0.000000000000E+00,2.939702916763E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.350000000000E+02,2.939702911355E-02,0.000000000000E+00,0.000000000000E+00,2.762519524233E+01,8.012124405468E-03,0.000000000000E+00,-8.541906710778E+01,-1.043677615138E+02,-5.842865116019E-01,4.390062920450E+00,-8.926553845945E-03,-1.571544544476E+00,0.000000000000E+00,2.939702911355E-02,0.000000000000E+00,2.939702911355E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.300000000000E+02,2.939702911355E-02,0.000000000000E+00,0.000000000000E+00,2.762519524233E+01,8.012124405468E-03,0.000000000000E+00,-8.541906710778E+01,-1.043677615138E+02,-5.842865116019E-01,4.390062920450E+00,-8.926553845945E-03,-1.571544544476E+00,0.000000000000E+00,2.939702911355E-02,0.000000000000E+00,2.939702911355E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.250000000000E+02,2.939702911355E-02,0.000000000000E+00,0.000000000000E+00,2.762519524233E+01,8.012124405468E-03,0.000000000000E+00,-8.541906710778E+01,-1.043677615138E+02,-5.842865116019E-01,4.390062920450E+00,-8.926553845945E-03,-1.571544544476E+00,0.000000000000E+00,2.939702911355E-02,0.000000000000E+00,2.939702911355E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.200000000000E+02,2.939702912891E-02,0.000000000000E+00,0.000000000000E+00,2.762519525677E+01,8.012124405435E-03,0.000000000000E+00,-8.541906710399E+01,-1.043677615128E+02,-5.842865118979E-01,4.390062922611E+00,-8.926553866965E-03,-1.571544545264E+00,0.000000000000E+00,2.939702912891E-02,0.000000000000E+00,2.939702912891E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.150000000000E+02,2.939702912023E-02,0.000000000000E+00,0.000000000000E+00,2.762519524861E+01,8.012124405392E-03,0.000000000000E+00,-8.541906710616E+01,-1.043677615134E+02,-5.842865117262E-01,4.390062921367E+00,-8.926553852231E-03,-1.571544544808E+00,0.000000000000E+00,2.939702912023E-02,0.000000000000E+00,2.939702912023E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.100000000000E+02,2.939702911260E-02,0.000000000000E+00,0.000000000000E+00,2.762519524143E+01,8.012124405334E-03,0.000000000000E+00,-8.541906710812E+01,-1.043677615139E+02,-5.842865115748E-01,4.390062920240E+00,-8.926553845701E-03,-1.571544544401E+00,0.000000000000E+00,2.939702911260E-02,0.000000000000E+00,2.939702911260E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.050000000000E+02,2.939702911333E-02,0.000000000000E+00,0.000000000000E+00,2.762519524212E+01,8.012124405249E-03,0.000000000000E+00,-8.541906710774E+01,-1.043677615138E+02,-5.842865116050E-01,4.390062920483E+00,-8.926553845296E-03,-1.571544544487E+00,0.000000000000E+00,2.939702911333E-02,0.000000000000E+00,2.939702911333E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-2.000000000000E+02,2.939702911355E-02,0.000000000000E+00,0.000000000000E+00,2.762519524233E+01,8.012124405468E-03,0.000000000000E+00,-8.541906710778E+01,-1.043677615138E+02,-5.842865116019E-01,4.390062920450E+00,-8.926553845945E-03,-1.571544544476E+00,0.000000000000E+00,2.939702911355E-02,0.000000000000E+00,2.939702911355E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-1.950000000000E+02,2.939702910759E-02,0.000000000000E+00,0.000000000000E+00,2.762519523673E+01,8.012124405324E-03,0.000000000000E+00,-8.541906710930E+01,-1.043677615142E+02,-5.842865114836E-01,4.390062919574E+00,-8.926553842701E-03,-1.571544544161E+00,0.000000000000E+00,2.939702910759E-02,0.000000000000E+00,2.939702910759E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-1.900000000000E+02,2.939702910759E-02,0.000000000000E+00,0.000000000000E+00,2.762519523673E+01,8.012124405324E-03,0.000000000000E+00,-8.541906710930E+01,-1.043677615142E+02,-5.842865114836E-01,4.390062919574E+00,-8.926553842701E-03,-1.571544544161E+00,0.000000000000E+00,2.939702910759E-02,0.000000000000E+00,2.939702910759E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-1.850000000000E+02,2.939702910759E-02,0.000000000000E+00,0.000000000000E+00,2.762519523673E+01,8.012124405324E-03,0.000000000000E+00,-8.541906710930E+01,-1.043677615142E+02,-5.842865114836E-01,4.390062919574E+00,-8.926553842701E-03,-1.571544544161E+00,0.000000000000E+00,2.939702910759E-02,0.000000000000E+00,2.939702910759E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-1.800000000000E+02,2.939702910759E-02,0.000000000000E+00,0.000000000000E+00,2.762519523673E+01,8.012124405324E-03,0.000000000000E+00,-8.541906710930E+01,-1.043677615142E+02,-5.842865114836E-01,4.390062919574E+00,-8.926553842701E-03,-1.571544544161E+00,0.000000000000E+00,2.939702910759E-02,0.000000000000E+00,2.939702910759E-02,0.000000000000E+00
0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-1.750000000000E+02,2.939702910759E-02,0.000000000000E+00,0.000000000000E+00,2.762519523673E+01,8.012124405324E-03,0.000000000000E+00,-8.541906710930E+01,-1.043677615142E+02,-5.842865114836E-01,4.390062919574E+00,-8.926553842701E-03,-1.571544544161E+00,0.000000000000E+00,2.939702910759E-02,0.000000000000E+00,2.939702910759E-02,0.000000000000E+00
