1.0000000000e+02,9.9857392105e+00,1.1082612941e-01,9.8307742533e+02,1.2837529371e+08,1.4039587411e+02,nan,nan,nan,nan
1.0349031614e+02,9.9848456713e+00,1.1842971975e-01,8.6407772378e+02,9.1933318390e+07,1.3060462088e+02,nan,nan,nan,nan
1.0698063228e+02,9.9881818380e+00,1.2673261876e-01,7.5851476916e+02,6.5558656908e+07,1.2138620011e+02,nan,nan,nan,nan
1.1047094842e+02,9.9967703111e+00,1.3583799119e-01,6.6492297778e+02,4.6535143523e+07,1.1288166566e+02,nan,nan,nan,nan
1.1221610649e+02,1.0003538099e+01,1.4081270125e-01,6.2151836668e+02,3.9021060819e+07,1.0836891001e+02,nan,nan,nan,nan
1.1396126456e+02,1.0012353052e+01,1.4615343303e-01,5.7990766672e+02,3.2557666356e+07,1.0412310414e+02,nan,nan,nan,nan
1.1595006877e+02,1.0025204121e+01,1.5269227649e-01,5.3495899429e+02,2.6358042620e+07,9.9352888484e+01,nan,nan,nan,nan
1.1793887297e+02,1.0041348689e+01,1.5971922724e-01,4.9282683878e+02,2.1253530377e+07,9.4711531943e+01,nan,nan,nan,nan
1.1992767718e+02,1.0061047435e+01,1.6723887351e-01,4.5362331666e+02,1.7090551265e+07,9.0244176625e+01,nan,nan,nan,nan
1.2191648138e+02,1.0084489998e+01,1.7525309950e-01,4.1735372789e+02,1.3719817696e+07,8.5916153365e+01,nan,nan,nan,nan
1.2390528559e+02,1.0111786734e+01,1.8376025158e-01,3.8398370592e+02,1.1007904218e+07,8.1763664778e+01,nan,nan,nan,nan
1.2589408980e+02,1.0142964271e+01,1.9275436396e-01,3.5340611691e+02,8.8352876950e+06,7.7798569755e+01,nan,nan,nan,nan
1.2788289400e+02,1.0177964344e+01,2.0222444456e-01,3.2550056343e+02,7.1011286575e+06,7.4032403222e+01,nan,nan,nan,nan
1.2987169821e+02,1.0216645372e+01,2.1215382753e-01,3.0011461443e+02,5.7200389506e+06,7.0462439852e+01,nan,nan,nan,nan
1.3100493142e+02,1.0240250771e+01,2.1800856876e-01,2.8670862676e+02,5.0631861106e+06,6.8525921990e+01,nan,nan,nan,nan
1.3213816463e+02,1.0264929024e+01,2.2399992314e-01,2.7403712612e+02,4.4868388900e+06,6.6653471632e+01,nan,nan,nan,nan
1.3327139784e+02,1.0290620900e+01,2.3012196253e-01,2.6206538833e+02,3.9810191707e+06,6.4839268154e+01,nan,nan,nan,nan
1.3440463105e+02,1.0317260209e+01,2.3636801308e-01,2.5076238122e+02,3.5370556634e+06,6.3093911960e+01,nan,nan,nan,nan
1.3553786426e+02,1.0344774345e+01,2.4273064531e-01,2.4009600141e+02,3.1472570872e+06,6.1411118700e+01,nan,nan,nan,nan
1.3667109747e+02,1.0373084801e+01,2.4920167089e-01,2.3003676431e+02,2.8049200005e+06,5.9793144426e+01,nan,nan,nan,nan
1.3780433069e+02,1.0402107742e+01,2.5577214763e-01,2.2055103745e+02,2.5040037692e+06,5.8230142249e+01,nan,nan,nan,nan
1.3893756390e+02,1.0431754662e+01,2.6243239251e-01,2.1161321141e+02,2.2394326320e+06,5.6731144374e+01,nan,nan,nan,nan
1.4007079711e+02,1.0461933018e+01,2.6917200433e-01,2.0319385761e+02,2.0066239659e+06,5.5291557260e+01,nan,nan,nan,nan
1.4120403032e+02,1.0492546914e+01,2.7597989589e-01,1.9526293318e+02,1.8015270911e+06,5.3896132493e+01,nan,nan,nan,nan
1.4233726353e+02,1.0523497836e+01,2.8284433635e-01,1.8779766879e+02,1.6207620755e+06,5.2583261384e+01,nan,nan,nan,nan
1.4347049674e+02,1.0554685394e+01,2.8975300388e-01,1.8077199750e+02,1.4612698733e+06,5.1318823244e+01,nan,nan,nan,nan
1.4460372995e+02,1.0586008084e+01,2.9669304899e-01,1.7415900321e+02,1.3203402310e+06,5.0103113418e+01,nan,nan,nan,nan
1.4573696316e+02,1.0617364079e+01,3.0365116769e-01,1.6793885655e+02,1.1957349627e+06,4.8939637880e+01,nan,nan,nan,nan
1.4687019637e+02,1.0648652077e+01,3.1061368220e-01,1.6208898305e+02,1.0854238367e+06,4.7827171338e+01,nan,nan,nan,nan
1.4800342959e+02,1.0679771999e+01,3.1756663504e-01,1.5658842748e+02,9.8764620859e+05,4.6763609232e+01,nan,nan,nan,nan
1.4929487648e+02,1.0714926529e+01,3.2546503666e-01,1.5071476314e+02,8.8945583191e+05,4.5608726148e+01,nan,nan,nan,nan
1.5058632338e+02,1.0749975942e+01,3.3339736037e-01,1.4518443558e+02,8.0274320345e+05,4.4502082307e+01,nan,nan,nan,nan
1.5187777028e+02,1.0784986822e+01,3.4138719905e-01,1.3995434506e+02,7.2573761280e+05,4.3435156115e+01,nan,nan,nan,nan
1.5316921718e+02,1.0819918519e+01,3.4943202983e-01,1.3500044166e+02,6.5717590719e+05,4.2415699475e+01,nan,nan,nan,nan
