0.000000000000e+00,9.400000000000e+02,0.000000000000e+00,-4.000000000000e+02,1.516283069921e-01,-1.516283069921e-01,-1.516283069921e-01,1.925932336811e+02,1.058869768839e+01,0.000000000000e+00,1.516283069921e-01
0.000000000000e+00,1.000000000000e+03,0.000000000000e+00,-4.000000000000e+02,2.153388870780e-01,-2.282906922722e-01,-2.153388870780e-01,2.800138840401e+02,2.146055786909e+01,0.000000000000e+00,2.153388870780e-01
0.000000000000e+00,1.020000000000e+03,0.000000000000e+00,-4.000000000000e+02,2.437973396472e-01,-2.751437207196e-01,-2.432715760293e-01,3.199325573936e+02,2.604935945829e+01,0.000000000000e+00,2.437973396472e-01
0.000000000000e+00,1.040000000000e+03,0.000000000000e+00,-4.000000000000e+02,2.741974631146e-01,-3.198094861002e-01,-2.673671798436e-01,3.608837919670e+02,3.122844160968e+01,0.000000000000e+00,2.741974631146e-01
0.000000000000e+00,1.060000000000e+03,0.000000000000e+00,-4.000000000000e+02,3.042183499434e-01,-3.623449695313e-01,-2.890794080751e-01,4.010890340091e+02,3.701418016089e+01,0.000000000000e+00,3.042183499434e-01
0.000000000000e+00,1.080000000000e+03,0.000000000000e+00,-4.000000000000e+02,3.331763464357e-01,-4.037218017123e-01,-3.097244501993e-01,4.403302653891e+02,4.338996884115e+01,0.000000000000e+00,3.331763464357e-01
0.000000000000e+00,1.100000000000e+03,0.000000000000e+00,-4.000000000000e+02,3.610859242990e-01,-4.445229631161e-01,-3.299138475145e-01,4.788258328620e+02,5.033422287277e+01,0.000000000000e+00,3.610859242990e-01
0.000000000000e+00,1.120000000000e+03,0.000000000000e+00,-4.000000000000e+02,3.880970825320e-01,-4.850546212338e-01,-3.499257467580e-01,5.168116122429e+02,5.782741889618e+01,0.000000000000e+00,3.880970825320e-01
0.000000000000e+00,1.140000000000e+03,0.000000000000e+00,-4.000000000000e+02,4.143583554176e-01,-5.254553434273e-01,-3.698765908192e-01,5.544660475739e+02,6.585311392990e+01,0.000000000000e+00,4.143583554176e-01
0.000000000000e+00,1.160000000000e+03,0.000000000000e+00,-4.000000000000e+02,4.399892688527e-01,-5.657677693189e-01,-3.898028952226e-01,5.919111526904e+02,7.439755726778e+01,0.000000000000e+00,4.399892688527e-01
0.000000000000e+00,1.180000000000e+03,0.000000000000e+00,-4.000000000000e+02,4.650803239290e-01,-6.059798929575e-01,-4.097004918184e-01,6.292258881574e+02,8.344909080610e+01,0.000000000000e+00,4.650803239290e-01
0.000000000000e+00,1.200000000000e+03,0.000000000000e+00,-4.000000000000e+02,4.896986785051e-01,-6.460487335214e-01,-4.295441926661e-01,6.664584685218e+02,9.299762275074e+01,0.000000000000e+00,4.896986785051e-01
0.000000000000e+00,1.220000000000e+03,0.000000000000e+00,-4.000000000000e+02,5.138939705541e-01,-6.859144555944e-01,-4.492982526701e-01,7.036357248142e+02,1.030342203299e+02,0.000000000000e+00,5.138939705541e-01
0.000000000000e+00,1.240000000000e+03,0.000000000000e+00,-4.000000000000e+02,5.377031034046e-01,-7.255092769687e-01,-4.689223329860e-01,7.407699722530e+02,1.135508091631e+02,0.000000000000e+00,5.377031034046e-01
0.000000000000e+00,1.260000000000e+03,0.000000000000e+00,-4.000000000000e+02,5.611539414940e-01,-7.647634082245e-01,-4.883751451913e-01,7.778640671553e+02,1.245399572037e+02,0.000000000000e+00,5.611539414940e-01
0.000000000000e+00,1.280000000000e+03,0.000000000000e+00,-4.000000000000e+02,5.842681041070e-01,-8.036091727139e-01,-5.076168100939e-01,8.149151740652e+02,1.359947232293e+02,0.000000000000e+00,5.842681041070e-01
0.000000000000e+00,1.300000000000e+03,0.000000000000e+00,-4.000000000000e+02,6.070630522435e-01,-8.419838948849e-01,-5.266104303809e-01,8.519175862260e+02,1.479085538428e+02,0.000000000000e+00,6.070630522435e-01
0.000000000000e+00,1.320000000000e+03,0.000000000000e+00,-4.000000000000e+02,6.295536246024e-01,-8.798318655359e-01,-5.453231241499e-01,8.888648176594e+02,1.602752164758e+02,0.000000000000e+00,6.295536246024e-01
0.000000000000e+00,1.340000000000e+03,0.000000000000e+00,-4.000000000000e+02,6.517531411679e-01,-9.171055620927e-01,-5.637266499864e-01,9.257511105436e+02,1.730887586159e+02,0.000000000000e+00,6.517531411679e-01
0.000000000000e+00,1.360000000000e+03,0.000000000000e+00,-4.000000000000e+02,6.736741660754e-01,-9.537662486336e-01,-5.817977041289e-01,9.625724619503e+02,1.863434855638e+02,0.000000000000e+00,6.736741660754e-01
0.000000000000e+00,1.380000000000e+03,0.000000000000e+00,-4.000000000000e+02,6.953290037163e-01,-9.897840639562e-01,-5.995179514928e-01,9.993272550594e+02,2.000339506662e+02,0.000000000000e+00,6.953290037163e-01
0.000000000000e+00,1.400000000000e+03,0.000000000000e+00,-4.000000000000e+02,7.167299899968e-01,-1.025137703462e+00,-6.168738465953e-01,1.036016571304e+03,2.141549533293e+02,0.000000000000e+00,7.167299899968e-01
0.000000000000e+00,1.420000000000e+03,0.000000000000e+00,-4.000000000000e+02,7.378896313907e-01,-1.059813799550e+00,-6.338562982252e-01,1.072644254611e+03,2.287015412535e+02,0.000000000000e+00,7.378896313907e-01
0.000000000000e+00,1.440000000000e+03,0.000000000000e+00,-4.000000000000e+02,7.588206361966e-01,-1.093806100085e+00,-6.504602286888e-01,1.109216793295e+03,2.436690143039e+02,0.000000000000e+00,7.588206361966e-01
0.000000000000e+00,1.460000000000e+03,0.000000000000e+00,-4.000000000000e+02,7.795358746462e-01,-1.127114533983e+00,-6.666840732193e-01,1.145743078030e+03,2.590529282407e+02,0.000000000000e+00,7.795358746462e-01
0.000000000000e+00,1.480000000000e+03,0.000000000000e+00,-4.000000000000e+02,8.020987798639e-01,-1.156911481907e+00,-6.769164356308e-01,1.183009995283e+03,2.748627731683e+02,0.000000000000e+00,8.020987798639e-01
0.000000000000e+00,1.500000000000e+03,0.000000000000e+00,-4.000000000000e+02,8.267734803946e-01,-1.182572869739e+00,-6.803581755830e-01,1.221153666701e+03,2.911498241244e+02,0.000000000000e+00,8.267734803946e-01
0.000000000000e+00,1.520000000000e+03,0.000000000000e+00,-4.000000000000e+02,8.521968005402e-01,-1.206436648234e+00,-6.811572819801e-01,1.259863585326e+03,3.079384642869e+02,0.000000000000e+00,8.521968005402e-01
0.000000000000e+00,1.540000000000e+03,0.000000000000e+00,-4.000000000000e+02,8.785567388331e-01,-1.235068689018e+00,-6.839422498800e-01,1.301308880740e+03,3.252453970153e+02,0.000000000000e+00,8.785567388331e-01
0.000000000000e+00,1.560000000000e+03,0.000000000000e+00,-4.000000000000e+02,9.050352717770e-01,-1.263562127060e+00,-6.863479935435e-01,1.343312896980e+03,3.430813244095e+02,0.000000000000e+00,9.050352717770e-01
0.000000000000e+00,1.580000000000e+03,0.000000000000e+00,-4.000000000000e+02,9.314951435724e-01,-1.290345984730e+00,-6.874794747144e-01,1.385307452757e+03,3.614466639736e+02,0.000000000000e+00,9.314951435724e-01
0.000000000000e+00,1.600000000000e+03,0.000000000000e+00,-4.000000000000e+02,9.579462248293e-01,-1.315089189678e+00,-6.871388004270e-01,1.427228411069e+03,3.803410688286e+02,0.000000000000e+00,9.579462248293e-01
